,Cites,Authors,Title,Year,Source,Publisher,Type,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,"Contains keyword ""SEI""?","Contains keyword ""cathode""?","Contains keyword ""anode""?","Contains keyword ""efficiency""?","Contains keyword ""electrode""?"
59,68,"J Sarradin, M Ribes, A Guessous, K Elkacemi",Study of Fe2O3-based thin film electrodes for lithium-ion batteries,1998,Solid State Ionics,Elsevier,,3.09,17,4,22,?€? An attempt to build up a lithium-ion battery associating a Li 3 Fe 2 O 3 -based thin film anode to a vitreous V 2 O 5 ?€?B 2 O 3 -based thin film cathode is described. Previous article in issue; Next article in issue. Keywords. Fe 2 O 3. Thin films. Electrodes. Lithium-ion. 1. Introduction ?€?,FALSE,TRUE,TRUE,FALSE,TRUE
60,417,"Y Gao, MV Yakovleva, WB Ebner",Novel LiNi1??? x Ti x/2Mg x/2 O 2 Compounds as Cathode Materials for Safer Lithium?€?Ion Batteries,1998,Electrochemical and Solid ?€?,iopscience.iop.org,,18.95,139,3,22,"?€? removed from the cath- ode material, thereby preventing lithium from plating on the anode in a properly balanced lithium-ion cell. This property is very much like that of LiMn2O4 spinel. The safety of Li-ion batteries involves many components and fac- tors in the battery, such as ?€?",FALSE,FALSE,TRUE,FALSE,FALSE
61,50,"G Nagasubramanian, RG Jungst",Energy and power characteristics of lithium-ion cells,1998,Journal of power sources,Elsevier,,2.27,25,2,22,"?€? the first commercial lithium-ion cell in 1991, the lithium-ion rechargeable battery market has ?€? For example, Sony has announced plans to increase production of lithium-ion batteries to 15 million ?€? thereafter [1]. The Sony cell is based on the rocking-chair Li-intercalation concept and ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
62,261,"K Zaghib, M Armand, M Gauthier",Electrochemistry of anodes in solid?€?state Li?€?ion polymer batteries,1998,Journal of the Electrochemical ?€?,iopscience.iop.org,,11.86,87,3,22,"?€? In 1990 Sony Energytec5 announced the commercialization of their ""lithium-ion"" battery based on hard carbon as the anode and a LiCoO2 cathode ?€? For this reason it is essential that large-scale Li-ion batteries use a true solid-polymer electrolyte with no added liquid solvent and ?€?",FALSE,TRUE,TRUE,FALSE,FALSE
63,11,"????????€, ?????????, ?????????",Cathodic Properties of Synthesized by a Sol-Gel Method for Lithium Ion Battery,1998,Bulletin of the Korean Chemical Society,koreascience.or.kr,,0.5,4,3,22,Abstract $ LiCoO_2 $ powder was synthesized in an aqueous solution by a sol-gel method and used as a cathode active material for a lithium ion rechargeable battery. The layered $ LiCoO_2 $ powders were prepared by igniting in air for 12 hrs at 600??? $(600-LiCoO_2) ?€?,FALSE,TRUE,FALSE,FALSE,FALSE
64,357,"O Mao, RL Turner, IA Courtney?€?",Active/Inactive nanocomposites as anodes for Li?€?Ion batteries,1998,?€? and Solid State ?€?,iopscience.iop.org,,16.23,89,4,22,?€? alloy with lithium during the operation of a lithium battery. A microscopic mixture of 25% Sn2Fe (active) and 75% SnFe3C (inactive) shows a volumetric capacity for Li which is more than twice that of the graphite materials which are now the anode of choice for the Li- ion battery ?€?,FALSE,FALSE,TRUE,FALSE,FALSE
65,94,"M Nishizawa, R Hashitani, T Itoh?€?",Measurements of chemical diffusion coefficient of lithium ion in graphitized mesocarbon microbeads using a microelectrode,1998,?€? and Solid State ?€?,iopscience.iop.org,,4.27,24,4,22,"?€? Page 3. Electrochemical and Solid-State Letters, 1 (1) 10-12 (1998) 11 S1099-0062(98)01-019- 0 CCC: $7.00 ?? The Electrochemical Society, Inc. tion (Li-ion battery grade, Mitsubishi Kagaku Co.) ?€? A lithium foil of 1 cm2 served as both the reference and the counter electrodes ?€?",FALSE,FALSE,FALSE,FALSE,TRUE
66,6,"B Tsenter, M Golod",Lithium-ion battery software safety protection,1998,IEEE aerospace and electronic systems ?€?,ieeexplore.ieee.org,,0.27,3,2,22,"Production Li-ion batteries include hardware and software safety protection. The hardware protection includes PTC (positive temperature coefficient) thermistor switch, electrical circuit disconnect and rupture vent. The software protection involves a charging algorithm ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
67,81,"PN Kumta, D Gallet, A Waghray, GE Blomgren?€?",Synthesis of LiCoO2 powders for lithium-ion batteries from precursors derived by rotary evaporation,1998,Journal of power ?€?,Elsevier,,3.68,16,5,22,"?€? alternative materials that are quite efficient and more importantly, show the potential for safe use as electrodes in rechargeable lithium batteries ?€? of the first materials that was tested as a cathode in rechargeable batteries and with the development of Sony's Li-ion battery, it has ?€?",FALSE,TRUE,FALSE,FALSE,TRUE
68,2752,"F Croce, GB Appetecchi, L Persi, B Scrosati",Nanocomposite polymer electrolytes for lithium batteries,1998,Nature,nature.com,,125.09,688,4,22,"?€? their limited processability and high reactivity result in serious problems in terms of battery cyclability and safety ?€? We have also determined the value of the lithium-ion transference number ?€? ceramic-free PEO-LiX electrolytes, the fraction of current transported by the Li + cations is ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
69,32,"F Kong, J Kim, X Song, M Inaba?€?",Exploratory Studies of the Carbon/Nonaqueous Electrolyte Interface by Electrochemical and In Situ Ellipsometry Measurements,1998,?€? and Solid State ?€?,iopscience.iop.org,,1.45,6,5,22,"?€? SEI) layer. Subsequent potential scans between 3.0 and 0 V showed no significant change in the ellipsometry parameters or the current-potential profiles, indicative of an SEI layer which remained unchanged. X-ray photoelectron ?€?",TRUE,FALSE,FALSE,FALSE,FALSE
70,1,"M Smart, B Ratnakumar, S Greenbaum, S Surampudi",The role of electrolyte upon the SEI formation characteristics and low temperature performance of lithium-ion cells with graphite anodes,1998,,trs.jpl.nasa.gov,PDF,0.05,0,4,22,"?€? Some of the aspects that contribute to the formation of the SEI layer, its impact upon cell performance, and possible methods of ?€? Page 5. containing various low temperature electrolytes has ken observed to degrade with cycling, implying that the SEI layer upon the carbon ?€?",TRUE,FALSE,TRUE,FALSE,FALSE
71,19,"S Yamaguchi, H Asahina, KA Hirasawa?€?",SEI film formation on graphite anode surfaces in lithium ion battery,1998,?€? Crystals and Liquid ?€?,Taylor & Francis,,0.86,5,4,22,"?€? According to their mechanism, ternary solvated graphite-lithium intercalation compounds (GICs) are formed, then ternary GICs decompose and build up SEI layer on the graphite anodes. Inaba et al. also supported their proposal since they observed hill-like structure at 1.1 V vs ?€?",TRUE,FALSE,TRUE,FALSE,FALSE
72,258,"E Peled, D Golodnitsky, C Menachem?€?",An advanced tool for the selection of electrolyte components for rechargeable lithium batteries,1998,Journal of the ?€?,iopscience.iop.org,,11.73,65,4,22,"?€? 3) is that the concentration of lithium carbonate is negligibly small as compared to that of LiF in the inner SET layer. However, the outer SEI layer consists of about 13% LLCO3 and semicarbonates (Fig. 3b) and 10% LiF (Fig. 3a) ?€?",TRUE,FALSE,FALSE,FALSE,FALSE
73,28,"JG Lee, Y Kim, SH Jang, SN Kwon?€?",Mixing effect of chelate complex and metal in organic light-emitting diodes,1998,Applied physics ?€?,aip.scitation.org,,1.27,6,5,22,"?€? Jae-Gyoung Lee,a) Youngkyoo Kim, and Sei-Hum Jang Electronic Materials Research Laboratory, Institute for Advanced Engineering, Yongin PO Box 25 ?€? emitting diodes using thin film dispersing a hole transport material into a soluble polyimide as a hole transport layer and the ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
74,100,"B Park, Y Jung, HH Choi, HK Hwang?€?",Thermal and optical stabilities of photoisomerizable polyimide layers for nematic liquid crystal alignments,1998,Japanese journal of ?€?,iopscience.iop.org,,4.55,20,5,22,"?€? Crystal Alignments Byoungchoo PARK"""", Youngyi JUNG"", Hyun-Hee Co"", Ha-Keun HwANG"", Youngkyoo KIM"", Sooman LEE"", Sei-Hum JANG ?€? in which the photoillumination process is carried out before the thermal imidization process, to achieve a stable photoalignment layer ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
75,33,"T Hosomi, T Kishi, T Honjoya, S Nakamichi?€?",Process for producing multilayer printed circuit board,1998,US Patent ?€?,Google Patents,,1.5,7,5,22,"?€? Assignors: HONJOYA, TOMOYOSHI, HOSOMI, TAKESHI, KISHI, TOYOAKI, MITSUI, MASAHIRO, NAKAMICHI, SEI 1998-09-15 Publication of ?€? H05K3/46?€?Manufacturing multilayer circuits; H05K3/4644?€?Manufacturing multilayer circuits by building the multilayer layer by layer, ie ?€?",TRUE,FALSE,FALSE,FALSE,FALSE
76,5,"A Brugnera Jr, MCS Lopes, K Matsumoto?€?",Comparative study of CO2 and Nd: YAG laser on dentin layer of human root canals of permanent teeth utilizing scanning electron microscopy,1998,?€? in Dentistry IV,spiedigitallibrary.org,,0.23,1,4,22,"The present paper investigated the effects of two different laser beams on dentin and root canal walls. Five human intact teeth (incisors and canines), with endodontic treatment accomplished by Paiva and Antoniazzi technique, had their crowns separated from the roots ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
77,82,"SH Ryu, KT Kornegay, JA Cooper?€?",Digital CMOS IC's in 6H-SiC operating on a 5-V power supply,1998,IEEE transactions on ?€?,ieeexplore.ieee.org,,3.73,21,4,22,"?€? Sei-Hyung Ryu, Kevin T. Kornegay, Senior Member, IEEE, James A. Cooper, Jr., Fellow, IEEE, and Michael R. Melloch, Senior Member, IEEE ?€? After implant activation, the sample is thermally oxidized for 120 min at 1150 C in wet O to form a 40-nm thick gate oxide layer ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
78,12,"JS Chen, SH Ryu, KT Kornegay",High-temperature mixed-signal ICs using silicon carbide CMOS technology,1998,1998 Fourth International ?€?,ieeexplore.ieee.org,,0.55,4,3,22,"?€? Jian-Song Chen, Sei-Hyung Ryu, and Kevin T. Kornegay"" School of Electrical and Computer Engineering, Purdue University, West Lafayette, IN 47907- 1285, USA ?€? the sample is thermally oxidized for 120 minutes at 1150 OC in wet 0, to form a 40 nm thick gate oxide layer ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
79,50,"N Itoh, H Ohmori, S Moriyasu, T Kasai?€?",Finishing characteristics of brittle materials by ELID-lap grinding using metal-resin bonded wheels,1998,International Journal of ?€?,Elsevier,,2.27,10,5,22,?€? 5). The bonding material flows out during electrolysis and an insulating layer composed of the oxidation of the bonding material is formed on the wheel surface immediately afterwards to prevent excessive flow-out. The thickness ?€?,FALSE,FALSE,FALSE,FALSE,FALSE
80,18,"K Akaishi, S Ishiguro, YK Durlu, M Tamai",Quantitative analysis of major histocompatibility complex class II-positive cells in posterior segment of Royal College of Surgeons rat eyes,1998,Japanese journal of ?€?,Elsevier,,0.82,5,4,22,"?€? Author links open overlay panelKeikoAkaishia Sei-ichiIshiguroaYusuf KemalDurluaMakotoTamai a. Show ?€? No MHC class II-positive cells were seen in dystrophic RCS rat retinas at P10. They were found, however, in the outer nuclear layer and debris of outer segments at P20 ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
81,19,"S Kohno, S Kubota, Y Nakai",Chromatin diminution and chromosome elimination in hagfishes,1998,The biology of hagfishes,Springer,,0.86,6,3,22,"?€? Sei-ichi Kohno, Souichirou Kubota ?€? This structure appeared to be the kinetochore and was composed of an outer dense layer of 10-15 nm in thickness, an electron-translucent middle layer of 20-25 nm thickness and an inner dense layer of 10-15 nm thickness, usually ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
82,13,"T ENDO, H OKUDA, Y ARIMURA?€?",A case of early gastric carcinoma with lymphoid stroma: diagnostic usefulness of endosonography,1998,Digestive ?€?,Wiley Online Library,,0.59,3,4,22,"?€? Takao ENDO*, Hiroyuki OKUDA, Yoshiaki ARIMURA, Kentaro YAMASHITA, Sei KUROKAWA, Naoki AZUMA, Hirofumi SAKAMOTO, Fumio ITOH, Yuji HINODA, Ryuichi ?€? EUS disclosed that the tumor, which existed in the third layer, was composed of many small round clustered ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
83,69,C Harris,Semiconductor device having a passivation layer,1998,"US Patent 5,763,905",Google Patents,,3.14,69,1,22,"?€? Method of N2O growth of an oxide layer on a silicon carbide layer. US20040211980A1 (en) *, 2003-04-24, 2004-10-28, Sei-Hyung Ryu, Silicon carbide power devices with self-aligned source and well regions and methods of fabricating same ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
84,30,"K Fukuzaki, S Kohiki, H Yoshikawa?€?",Changes in the electronic structure of thin films by Na incorporation,1998,Applied physics ?€?,aip.scitation.org,,1.36,8,4,22,"?€? of Materials Science, Faculty of Engineering, Kyusyu Institute of Technology, Tobata, Kita-kyusyu 804-8550, Japan Hideki Yoshikawa and Sei Fukushima National Institute ?€? The Na incorporation yielded a surface layer expressed as (Na,CuInS2 on the Cu deficient CuInS2 films ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
85,35,"H Sato, T Koide, H Masuya, S Wakana, T Sagai?€?",A new mutation Rim3 resembling Redenis mapped close to retinoic acid receptor alpha (Rara) gene on mouse Chromosome 11,1998,Mammalian ?€?,Springer,,1.59,6,6,22,"?€? Sato,t'Z Tsuyoshi Koide,Z Hiroshi Masuya,2 Shigeharu Wakana,3 Tomoko Sagai,2 Akihiro Umezawa,4 Sei-ichi Ishiguro,l ?€? 4(A)-f, homozygotes exhibited hy- perkeratosis, acanthosis, hypergranulosis in the epithelial layer, contraction of collagen fibers, infiltration of inflammatory ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
86,51,"A Yasumori, K Ishizu, S Hayashi?€?",Preparation of a TiO2 based multiple layer thin film photocatalyst,1998,Journal of Materials ?€?,pubs.rsc.org,,2.32,13,4,22,"?€? 4. The two SEI images show the pore structures of the alumina substrate and the overlayers. In the BEI image, the bright part was identified as the platinum layer ?€? Fig. 3 Flowchart for the fabrication of the TiO 2 thin film of the TiO 2 layer in all samples from the SEI+BEI image ?€?",TRUE,FALSE,FALSE,FALSE,FALSE
87,101,"SR Oh, DS Kim, KY Jung, JJ Lee, HK Lee",Anticomplementary activity of constituents from the heartwood of Caesalpinia sappan,1998,Planta medica,thieme-connect.com,,4.59,20,5,22,"?€? v/v) yielded 7 fractions (1: 2.01,2:1.01,3: 0.51,4: 1.51,5: 1.01, 6: 1.5 L 7: 0.5 L). CC of fraction 2 on Sephadex LH-20 (Pharmacia??, 2.5 x 50cm, MeOH) yielded several subfrac- tions of 50 ml which were analyzed by TIC on silica gel 60F254 plates (Merck, layer thickness 0.25 mm ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
88,88,"WH Kang, SC Chun, S Lee","Intermittent therapy for melasma in Asian patients with combined topical agents (retinoic acid, hydroquinone and hydrocortisone): clinical and histological studies",1998,The Journal of Dermatology,Wiley Online Library,,4,29,3,22,"?€? Won Hyoung Kang, Sei Chung Chun and Sungnack Lee Abstract ?€? Pigment in corneum* Pigment in epidermis* Pigment in dermis* Pigment in basal layer* Stratum corneum compaction* Thickness of stratum granulosum Epidermal thickness Thickness of papillary dermis ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
89,14,S Hachisu,"Phase transition in monodisperse gold sol. Microscopic observation of gas, liquid and solid states",1998,Croatica chemica acta,hrcak.srce.hr,,0.64,14,1,22,"?€? Original Scientific Paper Phase Transition in Monodisperse Gold Sol. Microscopic Observation of Gas, Liquid and Solid States Sei Hachisu ?€? The phe- nomenon takes place in a very thin layer of the settled sol, as ob- served with a microscope at 2000?? magnification ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
90,12,"S Nagae, K Wakita, T Kobayashi, Y Sugimoto?€?",Photosensitive member for electrophotography,1998,US Patent ?€?,Google Patents,,0.55,2,5,22,"?€? A US 5834147A Authority US United States Prior art keywords photosensitive resin photosensitive member layer particles Prior art ?€? Fee Related Application number US08/691,305 Inventor Suguru Nagae Kazuko Wakita Toshio Kobayashi Yoshimi Sugimoto Sei Tsunoda Kikuo ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
