Cites,Title,Year,Publisher,GSRank,CitesPerYear,CitesPerAuthor,AuthorCount,Age
151,Electrospun carbon-tin oxide composite nanofibers for use as lithium ion battery anodes,2011,ACS Publications,277,16.78,30,5,9
151,MOFs nanosheets derived porous metal oxide-coated three-dimensional substrates for lithium-ion battery applications,2016,Elsevier,300,37.75,22,7,4
150,Assessment of the forced air-cooling performance for cylindrical lithium-ion battery packs: A comparative analysis between aligned and staggered cell arrangements,2015,Elsevier,256,30,38,4,5
150,Physical characterization of the charging process of a Li-ion battery and prediction of Li plating by electrochemical modelling,2014,Elsevier,376,25,30,5,6
150,Template-free synthesis of mesoporous spinel lithium titanate microspheres and their application in high-rate lithium ion batteries,2009,pubs.rsc.org,969,13.64,38,4,11
150,"Investigations on novel electrolytes, solvents and SEI additives for use in lithium-ion batteries: Systematic electrochemical characterization and detailed analysis by …",2014,Elsevier,944,25,30,5,6
149,Development of a theoretically based thermal model for lithium ion battery pack,2013,Elsevier,113,21.29,37,4,7
149,Could graphene construct an effective conducting network in a high-power lithium ion battery?,2012,Elsevier,138,18.63,19,8,8
149,Preparation and electrochemical properties of Ca-doped Li4Ti5O12 as anode materials in lithium-ion battery,2013,Elsevier,185,21.29,25,6,7
149,Evaluating the performance of nanostructured materials as lithium-ion battery electrodes,2014,Springer,229,24.83,37,4,6
149,Lithium-ion battery state of health monitoring and remaining useful life prediction based on support vector regression-particle filter,2014,Elsevier,364,24.83,37,4,6
149,Lithium storage in carbon-coated SnO2 by conversion reaction,2013,Elsevier,273,21.29,25,6,7
149,Influence of Silicon Nanoscale Building Blocks Size and Carbon Coating on the Performance of Micro‐Sized Si–C Composite Li‐Ion Anodes,2013,Wiley Online Library,331,21.29,30,5,7
148,Surface nitridation of Li-rich layered Li (Li 0.17 Ni 0.25 Mn 0.58) O 2 oxide as cathode material for lithium-ion battery,2012,pubs.rsc.org,166,18.5,30,5,8
148,Ac impedance analysis of lithium ion battery under temperature control,2012,Elsevier,205,18.5,37,4,8
148,Uniform Hierarchical Fe3O4@Polypyrrole Nanocages for Superior Lithium Ion Battery Anodes,2016,Wiley Online Library,262,37,30,5,4
148,High-performance lithium metal negative electrode with a soft and flowable polymer coating,2016,ACS Publications,192,37,25,6,4
148,3-V Full Cell Performance of Anode Framework TiNb2O7/Spinel LiNi0.5Mn1.5O4,2011,ACS Publications,211,16.44,74,2,9
148,Sustainable redox mediation for lithium–oxygen batteries by a composite protective layer on the lithium‐metal anode,2016,Wiley Online Library,459,37,30,5,4
148,Micro-sized silicon–carbon composites composed of carbon-coated sub-10 nm Si primary particles as high-performance anode materials for lithium-ion batteries,2014,pubs.rsc.org,833,24.67,25,6,6
148,Direct large-scale synthesis of 3D hierarchical mesoporous NiO microspheres as high-performance anode materials for lithium ion batteries,2014,pubs.rsc.org,834,24.67,30,5,6
147,Three-dimensional hierarchical MoS 2 nanoflake array/carbon cloth as high-performance flexible lithium-ion battery anodes,2014,pubs.rsc.org,189,24.5,21,7,6
147,Real-time stress measurements in lithium-ion battery negative-electrodes,2012,Elsevier,195,18.38,37,4,8
147,Coaxial MnO/N-doped carbon nanorods for advanced lithium-ion battery anodes,2015,pubs.rsc.org,291,29.4,21,7,5
147,"Highly Robust Lithium Ion Battery Anodes from Lignin: An Abundant, Renewable, and Low‐Cost Material",2014,Wiley Online Library,360,24.5,37,4,6
147,A theoretical and computational study of lithium-ion battery thermal management for electric vehicles using heat pipes,2014,Elsevier,374,24.5,37,4,6
147,"Mechanical testing and macro-mechanical finite element simulation of the deformation, fracture, and short circuit initiation of cylindrical Lithium ion battery cells",2012,Elsevier,478,18.38,74,2,8
147,Metallic Graphene‐Like VSe2 Ultrathin Nanosheets: Superior Potassium‐Ion Storage and Their Working Mechanism,2018,Wiley Online Library,811,73.5,21,7,2
146,Thermal performance of lithium-ion battery thermal management system by using mini-channel cooling,2016,Elsevier,72,36.5,49,3,4
146,Economies of scale for future lithium-ion battery recycling infrastructure,2014,Elsevier,232,24.33,37,4,6
146,A naive Bayes model for robust remaining useful life prediction of lithium-ion battery,2014,Elsevier,236,24.33,49,3,6
146,Vertically aligned silicon/carbon nanotube (VASCNT) arrays: Hierarchical anodes for lithium-ion battery,2011,Elsevier,238,16.22,49,3,9
146,Formation of SnS nanoflowers for lithium ion batteries,2012,pubs.rsc.org,756,18.25,29,5,8
146,Quantifying capacity loss due to solid-electrolyte-interphase layer formation on silicon negative electrodes in lithium-ion batteries,2012,Elsevier,17,18.25,37,4,8
146,Electrochemical double layer capacitor and lithium-ion capacitor based on carbon black,2011,Elsevier,547,16.22,29,5,9
146,Three-Dimensional Network Architecture with Hybrid Nanocarbon Composites Supporting Few-Layer MoS2 for Lithium and Sodium Storage,2018,ACS Publications,619,73,24,6,2
145,A novel polyethylene terephthalate nonwoven separator based on electrospinning technique for lithium ion battery,2013,Elsevier,143,20.71,24,6,7
145,TiO2 nanotube@ SnO2 nanoflake core–branch arrays for lithium-ion battery anode,2014,Elsevier,241,24.17,21,7,6
145,Graphene‐bonded and‐encapsulated Si nanoparticles for lithium ion battery anodes,2013,Wiley Online Library,278,20.71,24,6,7
145,Thermal performance of mini-channel liquid cooled cylinder based battery thermal management for cylindrical lithium-ion power battery,2015,Elsevier,508,29,48,3,5
145,A comprehensive capacity fade model and analysis for Li-ion batteries,2013,iopscience.iop.org,752,20.71,24,6,7
144,Electrochemical Nature of the Cathode Interface for a Solid-State Lithium-Ion Battery: Interface between LiCoO2 and Garnet-Li7La3Zr2O12,2016,ACS Publications,172,36,21,7,4
144,Silicon nanoparticles encapsulated in hollow graphitized carbon nanofibers for lithium ion battery anodes,2013,pubs.rsc.org,181,20.57,18,8,7
144,Rechargeable lithium sulfide electrode for a polymer tin/sulfur lithium-ion battery,2011,Elsevier,182,16,48,3,9
144,Amorphous carbon-coated TiO2 nanocrystals for improved lithium-ion battery and photocatalytic performance,2014,Elsevier,255,24,24,6,6
144,Coupled thermal–electrochemical modelling of uneven heat generation in lithium-ion battery packs,2013,Elsevier,329,20.57,29,5,7
144,Flexible free-standing graphene–TiO2 hybrid paper for use as lithium ion battery anode materials,2013,Elsevier,357,20.57,21,7,7
144,A simple composite protective layer coating that enhances the cycling stability of lithium metal batteries,2015,Elsevier,164,28.8,29,5,5
143,Optimal charging strategies in lithium-ion battery,2011,ieeexplore.ieee.org,152,15.89,36,4,9
143,A modularized equalization method based on magnetizing energy for a series-connected lithium-ion battery string,2013,ieeexplore.ieee.org,373,20.43,29,5,7
143,Microporous carbon coated silicon core/shell nanocomposite via in situ polymerization for advanced Li-ion battery anode material,2009,pubs.rsc.org,645,13,20,7,11
143,"Lithium-ion batteries: outlook on present, future, and hybridized technologies",2019,pubs.rsc.org,654,143,29,5,1
143,Hollow microspheres of NiO as anode materials for lithium-ion batteries,2010,Elsevier,265,14.3,36,4,10
143,A simplified electrochemical and thermal aging model of LiFePO4-graphite Li-ion batteries: power and capacity fade simulations,2013,iopscience.iop.org,315,20.43,36,4,7
142,Structural and thermodynamic stability of Li4Ti5O12 anode material for lithium-ion battery,2013,Elsevier,324,20.29,28,5,7
142,Phase evolution for conversion reaction electrodes in lithium-ion batteries,2014,nature.com,914,23.67,24,6,6
142,High-capacity battery cathode prelithiation to offset initial lithium loss,2016,nature.com,940,35.5,20,7,4
142,Nitrogen-doped carbon-encapsulation of Fe 3 O 4 for increased reversibility in Li+ storage by the conversion reaction,2012,pubs.rsc.org,285,17.75,36,4,8
142,Structural and thermodynamic stability of Li4Ti5O12 anode material for lithium-ion battery,2013,Elsevier,376,20.29,28,5,7
141,Fabrication and lithium storage performance of three-dimensional porous NiO as anode for lithium-ion battery,2010,Elsevier,267,14.1,35,4,10
141,… porous structure of a SiO 2/poly (vinylidene fluoride-hexafluoropropylene)-coated poly (ethylene terephthalate) nonwoven composite separator for a lithium-ion battery,2011,pubs.rsc.org,547,15.67,71,2,9
141,Confined selenium within porous carbon nanospheres as cathode for advanced Li–Se batteries,2014,Elsevier,275,23.5,28,5,6
141,Kinetics study of the 5 V spinel cathode LiMn1. 5Ni0. 5O4 before and after surface modifications,2009,iopscience.iop.org,781,12.82,71,2,11
140,Reversible chemical delithiation/lithiation of LiFePO 4: towards a redox flow lithium-ion battery,2013,pubs.rsc.org,146,20,35,4,7
140,On the comparative stability of Li and Na metal anode interfaces in conventional alkyl carbonate electrolytes,2015,iopscience.iop.org,658,28,35,4,5
139,Lithium-ion battery thermal-electrochemical model-based state estimation using orthogonal collocation and a modified extended Kalman filter,2015,Elsevier,426,27.8,35,4,5
138,Multilayer graphynes for lithium ion battery anode,2013,ACS Publications,157,19.71,28,5,7
138,Study of the surface modification of LiNi1/3Co1/3Mn1/3O2 cathode material for lithium ion battery,2011,Elsevier,444,15.33,28,5,9
138,Model-based state of charge and peak power capability joint estimation of lithium-ion battery in plug-in hybrid electric vehicles,2013,Elsevier,491,19.71,28,5,7
138,Solid electrolytes in rechargeable electrochemical cells,2015,iopscience.iop.org,813,27.6,69,2,5
137,Analysis of ageing inhomogeneities in lithium-ion battery systems,2013,Elsevier,175,19.57,34,4,7
137,A review of thermal performance improving methods of lithium ion battery: electrode modification and thermal management system,2015,Elsevier,317,27.4,34,4,5
137,Scalable synthesis of nano-silicon from beach sand for long cycle life Li-ion batteries,2014,nature.com,918,22.83,20,7,6
136,An online method for lithium-ion battery remaining useful life estimation using importance sampling and neural networks,2016,Elsevier,340,34,45,3,4
136,Covalently coupled hybrid of graphitic carbon nitride with reduced graphene oxide as a superior performance lithium-ion battery anode,2014,pubs.rsc.org,540,22.67,27,5,6
136,Chemical vapor deposition and atomic layer deposition for advanced lithium ion batteries and supercapacitors,2015,pubs.rsc.org,564,27.2,68,2,5
136,On-chip optical interconnect,2009,ieeexplore.ieee.org,635,12.36,27,5,11
136,Advanced sodium-ion batteries using superior low cost pyrolyzed anthracite anode: towards practical applications,2016,Elsevier,731,34,19,7,4
136,Hierarchical micro/nano porous silicon Li-ion battery anodes,2012,pubs.rsc.org,891,17,27,5,8
135,Advanced machine learning approach for lithium-ion battery state estimation in electric vehicles,2015,ieeexplore.ieee.org,156,27,45,3,5
135,A Facile Method to Improve the Photocatalytic and Lithium‐Ion Rechargeable Battery Performance of TiO2 Nanocrystals,2013,Wiley Online Library,599,19.29,27,5,7
135,Model-based dynamic multi-parameter method for peak power estimation of lithium–ion batteries,2012,Elsevier,870,16.88,27,5,8
135,An in vivo formed solid electrolyte surface layer enables stable plating of Li metal,2017,Elsevier,220,45,34,4,3
135,Electrochemical investigation of sodium reactivity with nanostructured Co 3 O 4 for sodium-ion batteries,2014,pubs.rsc.org,239,22.5,34,4,6
135,Enhanced thermal properties of the solid electrolyte interphase formed on graphite in an electrolyte with fluoroethylene carbonate,2009,Elsevier,284,12.27,45,3,11
134,Facile Synthesis of Blocky SiOx/C with Graphite‐Like Structure for High‐Performance Lithium‐Ion Battery Anodes,2018,Wiley Online Library,168,67,34,4,2
134,Operation of a grid-connected lithium-ion battery energy storage system for primary frequency regulation: A battery lifetime perspective,2016,ieeexplore.ieee.org,209,33.5,34,4,4
134,Lithium-ion batteries: advanced materials and technologies,2011,books.google.com,338,14.89,45,3,9
134,Fabrication of Si core/C shell nanofibers and their electrochemical performances as a lithium-ion battery anode,2012,Elsevier,451,16.75,22,6,8
134,"Liquid cell transmission electron microscopy observation of lithium metal growth and dissolution: Root growth, dead lithium and lithium flotsams",2017,Elsevier,647,44.67,22,6,3
134,Facile Synthesis of Blocky SiOx/C with Graphite‐Like Structure for High‐Performance Lithium‐Ion Battery Anodes,2018,Wiley Online Library,730,67,34,4,2
133,Challenges of Spinel Li4Ti5O12 for Lithium‐Ion Battery Industrial Applications,2017,Wiley Online Library,160,44.33,22,6,3
133,Pyrolyzed bacterial cellulose: a versatile support for lithium ion battery anode materials,2013,Wiley Online Library,208,19,17,8,7
133,… ‐Dimensional Hierarchical Architectures Constructed by Graphene/MoS2 Nanoflake Arrays and Their Rapid Charging/Discharging Properties as Lithium‐Ion Battery …,2013,Wiley Online Library,362,19,19,7,7
133,Template synthesis of SnO 2/α-Fe 2 O 3 nanotube array for 3D lithium ion battery anode with large areal capacity,2012,pubs.rsc.org,385,16.63,22,6,8
133,ALD TiO 2 coated silicon nanowires for lithium ion battery anodes with enhanced cycling stability and coulombic efficiency,2013,pubs.rsc.org,481,19,33,4,7
